light_id,season,avg_temperature_c,rainfall_mm,failure_risk_score,predicted_failure_date
SL-3822,winter,24.13,14.16,0.49,
SL-3823,monsoon,27.4,186.1,0.92,2026-03-31
SL-3823,summer,37.53,28.87,0.76,2026-04-17
SL-3823,winter,21.5,12.48,0.41,
SL-3824,monsoon,28.65,177.35,0.88,2026-03-24
SL-3824,summer,32.46,17.69,0.75,2026-04-03
SL-3824,winter,22.04,12.39,0.52,2026-04-15
SL-3825,monsoon,28.29,246.8,0.99,2026-03-22
SL-3825,summer,36.03,37.08,0.85,2026-03-23
SL-3825,winter,20.51,11.39,0.56,2026-05-05
SL-3826,monsoon,25.33,176.32,0.94,2026-03-31
SL-3826,summer,32.6,35.07,0.8,2026-04-22
SL-3826,winter,21.18,6.25,0.45,
SL-3827,monsoon,29.56,167.68,0.91,2026-04-04
SL-3827,summer,36.34,29.48,0.8,2026-03-29
SL-3827,winter,23.15,12.56,0.55,2026-04-29
SL-3828,monsoon,27.14,179.86,0.95,2026-03-28
SL-3828,summer,34.33,32.43,0.77,2026-04-21
SL-3828,winter,24.68,5.53,0.37,
SL-3829,monsoon,29.71,198.04,0.87,2026-04-11
SL-3829,summer,36.07,30.47,0.81,2026-04-04
SL-3829,winter,23.34,17.83,0.46,
SL-3830,monsoon,28.51,174.52,0.97,2026-03-22
SL-3830,summer,36.55,20.48,0.74,2026-04-16
SL-3830,winter,20.33,15.63,0.5,
SL-3831,monsoon,25.78,155.14,0.83,2026-03-27
SL-3831,summer,32.01,20.29,0.69,2026-04-04
SL-3831,winter,24.22,15.31,0.49,
SL-3832,monsoon,27.06,162.41,0.92,2026-04-03
SL-3832,summer,32.23,39.33,0.8,2026-03-31
SL-3832,winter,22.49,10.51,0.47,
SL-3833,monsoon,27.66,241.41,0.86,2026-04-06
SL-3833,summer,33.81,21.86,0.83,2026-04-14
SL-3833,winter,19.57,6.57,0.46,
SL-3834,monsoon,28.18,209.74,0.99,2026-03-23
SL-3834,summer,34.53,21.52,0.68,2026-04-17
SL-3834,winter,24.58,19.12,0.45,
SL-3835,monsoon,25.4,224.67,0.96,2026-03-25
SL-3835,summer,32.03,28.26,0.68,2026-04-25
SL-3835,winter,19.83,17.99,0.42,
SL-3836,monsoon,28.45,207.36,0.89,2026-04-05
SL-3836,summer,34.57,31.37,0.8,2026-04-06
SL-3836,winter,24.68,17.82,0.41,
SL-3837,monsoon,29.21,177.11,0.87,2026-04-01
SL-3837,summer,35.27,19.79,0.78,2026-03-26
SL-3837,winter,21.91,14.86,0.45,
SL-3838,monsoon,27.83,151.93,0.99,2026-03-23
SL-3838,summer,35.0,23.61,0.66,2026-05-20
SL-3838,winter,24.1,16.89,0.45,
SL-3839,monsoon,28.33,179.55,0.89,2026-04-04
SL-3839,summer,34.81,26.91,0.81,2026-04-22
SL-3839,winter,24.49,17.63,0.37,
SL-3840,monsoon,26.75,227.99,0.97,2026-03-23
SL-3840,summer,35.54,33.1,0.7,2026-04-03
SL-3840,winter,21.41,19.16,0.48,
SL-3841,monsoon,27.62,189.74,0.92,2026-04-03
SL-3841,summer,35.55,21.92,0.69,2026-04-23
SL-3841,winter,24.25,15.41,0.36,
SL-3842,monsoon,26.31,227.89,0.99,2026-03-23
SL-3842,summer,34.23,24.6,0.7,2026-04-16
SL-3842,winter,21.68,15.11,0.45,
SL-3843,monsoon,28.88,245.19,0.85,2026-03-28
SL-3843,summer,36.85,16.12,0.71,2026-04-21
SL-3843,winter,19.43,15.39,0.44,
SL-3844,monsoon,29.41,231.97,0.99,2026-03-22
SL-3844,summer,34.45,23.33,0.68,2026-03-27
SL-3844,winter,18.59,12.56,0.38,
SL-3845,monsoon,27.73,225.1,0.96,2026-03-25
SL-3845,summer,36.83,25.11,0.84,2026-04-03
SL-3845,winter,24.7,7.02,0.49,
SL-3846,monsoon,27.66,176.81,0.89,2026-03-28
SL-3846,summer,33.37,37.02,0.78,2026-04-26
SL-3846,winter,18.52,5.35,0.36,
SL-3847,monsoon,27.42,237.24,0.9,2026-04-06
SL-3847,summer,35.78,38.39,0.82,2026-04-07
SL-3847,winter,21.29,5.42,0.41,
SL-3848,monsoon,25.51,186.95,0.93,2026-03-30
SL-3848,summer,36.13,39.16,0.66,2026-05-11
SL-3848,winter,18.98,5.68,0.5,
SL-3849,monsoon,27.27,217.21,0.99,2026-03-22
SL-3849,summer,37.35,28.01,0.83,2026-04-21
SL-3849,winter,24.04,8.18,0.46,
SL-3850,monsoon,29.87,226.87,0.89,2026-04-01
SL-3850,summer,35.79,22.51,0.79,2026-04-03
SL-3850,winter,23.76,12.26,0.51,2026-06-10
SL-3851,monsoon,29.63,235.61,0.91,
SL-3851,summer,34.66,21.02,0.71,
SL-3851,winter,21.37,13.68,0.3,
SL-3852,monsoon,29.61,169.32,0.94,2026-03-28
SL-3852,summer,36.33,25.5,0.65,2026-04-16
SL-3852,winter,19.96,15.69,0.37,
SL-3853,monsoon,28.2,160.95,0.93,2026-03-31
SL-3853,summer,34.25,19.23,0.78,2026-04-18
SL-3853,winter,21.25,14.21,0.51,2026-06-01
SL-3854,monsoon,26.3,204.9,0.98,2026-03-24
SL-3854,summer,37.59,30.21,0.75,2026-04-30
SL-3854,winter,22.53,5.49,0.4,
SL-3855,monsoon,25.76,210.09,0.98,2026-03-23
SL-3855,summer,36.76,20.12,0.66,2026-04-12
SL-3855,winter,23.37,5.7,0.33,
SL-3856,monsoon,27.17,208.49,0.93,2026-03-31
SL-3856,summer,35.13,28.99,0.84,2026-04-03
SL-3856,winter,18.89,12.45,0.5,
SL-3857,monsoon,27.12,150.07,0.91,2026-03-29
SL-3857,summer,33.24,28.2,0.76,2026-04-27
SL-3857,winter,20.26,16.64,0.51,2026-05-15
SL-3858,monsoon,29.15,177.45,0.86,2026-04-10
SL-3858,summer,34.95,19.52,0.79,2026-04-17
SL-3858,winter,20.09,7.14,0.34,
SL-3859,monsoon,29.17,200.04,0.99,2026-03-23
SL-3859,summer,35.61,34.01,0.8,2026-04-08
SL-3859,winter,19.97,19.34,0.63,2026-04-15
SL-3860,monsoon,25.82,206.68,0.99,2026-03-23
SL-3860,summer,32.96,32.31,0.71,2026-04-22
SL-3860,winter,23.04,7.27,0.4,
SL-3861,monsoon,26.03,245.03,0.99,2026-03-22
SL-3861,summer,35.86,16.1,0.84,2026-04-02
SL-3861,winter,18.72,13.38,0.36,
SL-3862,monsoon,26.78,197.92,0.9,2026-04-07
SL-3862,summer,33.72,33.81,0.84,2026-04-01
SL-3862,winter,23.28,13.25,0.37,
SL-3863,monsoon,29.85,157.9,0.88,2026-04-05
SL-3863,summer,36.25,16.72,0.78,2026-04-08
SL-3863,winter,19.05,14.9,0.38,
SL-3864,monsoon,28.04,176.46,0.99,2026-03-23
SL-3864,summer,37.15,19.26,0.69,2026-04-30
SL-3864,winter,20.82,13.33,0.43,
SL-3865,monsoon,26.07,233.52,0.8,2026-03-24
SL-3865,summer,33.23,20.96,0.68,2026-04-11
SL-3865,winter,18.43,13.77,0.25,
SL-3866,monsoon,28.86,183.45,0.8,2026-03-25
SL-3866,summer,35.66,29.91,0.77,2026-04-30
SL-3866,winter,18.36,9.73,0.35,
SL-3867,monsoon,26.6,163.47,0.99,2026-03-22
SL-3867,summer,35.54,24.0,0.87,2026-03-23
SL-3867,winter,20.04,5.29,0.51,2026-06-18
SL-3868,monsoon,26.47,182.0,0.94,2026-03-25
SL-3868,summer,34.07,27.87,0.75,2026-03-26
SL-3868,winter,22.81,18.33,0.4,
SL-3869,monsoon,27.11,188.86,0.99,2026-03-23
SL-3869,summer,33.85,34.61,0.79,2026-04-08
SL-3869,winter,20.42,17.03,0.41,
SL-3870,monsoon,26.67,190.02,0.92,2026-03-27
SL-3870,summer,36.27,31.43,0.69,2026-04-07
SL-3870,winter,23.28,18.9,0.53,2026-06-09
SL-3871,monsoon,29.25,177.65,0.98,2026-03-24
SL-3871,summer,33.81,37.01,0.78,2026-04-23
SL-3871,winter,20.1,16.61,0.4,
SL-3872,monsoon,25.29,184.98,0.88,
SL-3872,summer,32.06,18.63,0.67,
SL-3872,winter,21.72,7.15,0.41,
SL-3873,monsoon,29.85,220.03,0.93,2026-03-31
SL-3873,summer,33.7,17.7,0.7,2026-03-31
SL-3873,winter,22.67,17.01,0.38,
SL-3874,monsoon,26.67,162.86,0.81,2026-04-08
SL-3874,summer,37.26,15.96,0.75,2026-04-03
SL-3874,winter,21.23,15.94,0.43,
SL-3875,monsoon,26.41,230.52,0.99,2026-03-23
SL-3875,summer,32.28,29.35,0.85,2026-03-26
SL-3875,winter,20.87,10.54,0.54,2026-04-25
SL-3876,monsoon,27.71,174.54,0.8,2026-04-23
SL-3876,summer,33.73,30.94,0.58,2026-05-11
SL-3876,winter,20.41,14.66,0.46,
SL-3877,monsoon,25.05,175.92,0.75,2026-04-27
SL-3877,summer,34.88,18.96,0.7,2026-03-25
SL-3877,winter,20.38,15.3,0.34,
SL-3878,monsoon,28.89,243.69,0.99,2026-03-22
SL-3878,summer,34.03,27.41,0.71,2026-04-08
SL-3878,winter,18.2,15.5,0.38,
SL-3879,monsoon,25.69,156.54,0.87,2026-04-05
SL-3879,summer,34.07,20.47,0.8,2026-03-27
SL-3879,winter,20.06,17.21,0.52,2026-06-13
SL-3880,monsoon,29.36,172.07,0.94,2026-03-28
SL-3880,summer,37.99,32.82,0.76,2026-04-26
SL-3880,winter,19.25,9.53,0.4,
SL-3881,monsoon,26.67,233.85,0.99,2026-03-22
SL-3881,summer,37.73,30.2,0.71,2026-04-27
SL-3881,winter,22.66,7.47,0.47,
SL-3882,monsoon,28.24,173.78,0.86,2026-03-28
SL-3882,summer,33.23,16.19,0.73,2026-04-06
SL-3882,winter,22.4,7.94,0.5,
SL-3883,monsoon,27.4,178.48,0.99,2026-03-23
SL-3883,summer,34.43,17.96,0.8,2026-03-29
SL-3883,winter,22.65,11.1,0.43,
SL-3884,monsoon,28.64,174.53,0.99,
SL-3884,summer,36.01,16.81,0.75,
SL-3884,winter,21.09,11.37,0.48,
SL-3885,monsoon,29.24,239.48,0.88,2026-04-10
SL-3885,summer,35.81,19.33,0.78,2026-04-30
SL-3885,winter,21.51,12.75,0.45,
SL-3886,monsoon,27.83,207.0,0.88,2026-04-01
SL-3886,summer,32.22,35.62,0.71,2026-03-24
SL-3886,winter,19.93,5.12,0.35,
SL-3887,monsoon,26.97,163.77,0.94,2026-03-31
SL-3887,summer,35.9,23.4,0.76,2026-03-28
SL-3887,winter,22.67,6.14,0.52,2026-06-06
SL-3888,monsoon,26.52,166.59,0.93,2026-03-26
SL-3888,summer,36.6,16.04,0.64,2026-05-14
SL-3888,winter,21.97,11.57,0.35,
SL-3889,monsoon,25.32,177.83,0.82,2026-04-22
SL-3889,summer,32.73,38.69,0.64,2026-04-20
SL-3889,winter,21.77,8.52,0.49,
SL-3890,monsoon,25.53,218.2,0.95,2026-03-22
SL-3890,summer,34.82,38.29,0.75,2026-03-30
SL-3890,winter,22.61,6.01,0.47,
SL-3891,monsoon,26.62,161.09,0.97,2026-03-23
SL-3891,summer,34.68,32.6,0.77,2026-04-28
SL-3891,winter,23.38,15.08,0.51,2026-03-28
SL-3892,monsoon,28.98,215.7,0.99,2026-03-22
SL-3892,summer,35.91,37.6,0.77,2026-03-30
SL-3892,winter,23.55,5.45,0.38,
SL-3893,monsoon,25.93,212.34,0.83,2026-04-11
SL-3893,summer,32.98,33.67,0.74,2026-03-27
SL-3893,winter,18.34,10.43,0.32,
SL-3894,monsoon,28.05,241.87,0.99,
SL-3894,summer,37.12,33.88,0.69,
SL-3894,winter,24.66,11.81,0.42,
SL-3895,monsoon,27.17,230.57,0.86,2026-03-31
SL-3895,summer,37.01,27.57,0.76,2026-04-06
SL-3895,winter,22.96,9.31,0.54,2026-04-03
SL-3896,monsoon,26.28,150.8,0.99,2026-03-22
SL-3896,summer,33.2,16.21,0.86,2026-04-02
SL-3896,winter,21.48,9.69,0.48,
SL-3897,monsoon,26.67,192.87,0.99,2026-03-23
SL-3897,summer,32.58,37.33,0.68,2026-05-04
SL-3897,winter,20.35,17.69,0.55,2026-05-23
SL-3898,monsoon,25.22,151.54,0.86,
SL-3898,summer,36.23,20.57,0.66,
SL-3898,winter,22.51,15.31,0.43,
SL-3899,monsoon,27.0,243.03,0.96,2026-03-27
SL-3899,summer,33.48,15.24,0.84,2026-04-08
SL-3899,winter,18.76,9.68,0.64,2026-04-27
SL-3900,monsoon,27.8,227.46,0.97,2026-03-26
SL-3900,summer,33.58,31.66,0.81,2026-04-01
SL-3900,winter,23.38,8.56,0.5,
SL-3901,monsoon,25.15,218.75,0.95,2026-03-29
SL-3901,summer,35.92,19.71,0.76,2026-04-03
SL-3901,winter,18.26,14.59,0.45,
SL-3902,monsoon,25.2,204.72,0.91,2026-03-28
SL-3902,summer,33.8,34.16,0.74,2026-03-26
SL-3902,winter,22.17,14.32,0.42,
SL-3903,monsoon,28.74,213.4,0.87,2026-03-27
SL-3903,summer,37.06,16.17,0.73,2026-04-15
SL-3903,winter,19.84,11.37,0.36,
SL-3904,monsoon,25.93,162.2,0.96,2026-03-27
SL-3904,summer,34.57,28.98,0.77,2026-04-13
SL-3904,winter,23.65,13.3,0.52,2026-04-28
SL-3905,monsoon,27.64,249.97,0.76,2026-04-11
SL-3905,summer,37.8,39.35,0.71,2026-05-06
SL-3905,winter,21.32,18.94,0.4,
SL-3906,monsoon,27.04,172.28,0.9,2026-03-30
SL-3906,summer,37.52,28.13,0.73,2026-04-18
SL-3906,winter,19.03,8.52,0.45,
SL-3907,monsoon,27.72,157.16,0.99,2026-03-22
SL-3907,summer,35.75,32.44,0.85,2026-03-31
SL-3907,winter,19.64,7.86,0.62,2026-05-24
SL-3908,monsoon,28.76,188.55,0.99,2026-03-22
SL-3908,summer,32.94,16.42,0.7,2026-04-14
SL-3908,winter,20.86,14.19,0.5,
SL-3909,monsoon,26.93,208.16,0.99,2026-03-23
SL-3909,summer,36.38,37.94,0.69,2026-05-10
SL-3909,winter,23.07,14.4,0.44,
SL-3910,monsoon,29.56,233.33,0.91,2026-03-31
SL-3910,summer,34.65,29.05,0.58,2026-05-04
SL-3910,winter,23.26,9.3,0.44,
SL-3911,monsoon,27.42,201.36,0.81,2026-03-25
SL-3911,summer,36.41,32.59,0.61,2026-05-23
SL-3911,winter,23.43,10.65,0.39,
SL-3912,monsoon,26.4,217.27,0.99,2026-03-22
SL-3912,summer,32.28,24.26,0.94,2026-03-26
SL-3912,winter,21.67,19.99,0.55,2026-05-09
SL-3913,monsoon,27.38,175.79,0.87,2026-04-03
SL-3913,summer,33.25,25.74,0.69,2026-04-24
SL-3913,winter,23.67,13.15,0.53,2026-04-14
SL-3914,monsoon,28.07,236.75,0.77,2026-04-05
SL-3914,summer,36.52,17.14,0.7,2026-03-29
SL-3914,winter,19.81,9.65,0.4,
SL-3915,monsoon,27.37,183.01,0.91,2026-03-23
SL-3915,summer,37.14,34.14,0.74,2026-04-25
SL-3915,winter,23.88,16.51,0.5,
SL-3916,monsoon,28.68,154.87,0.87,2026-03-27
SL-3916,summer,34.06,20.0,0.77,2026-03-29
SL-3916,winter,23.28,19.16,0.53,2026-05-15
SL-3917,monsoon,29.22,219.03,0.79,2026-04-04
SL-3917,summer,33.08,21.25,0.69,2026-05-08
SL-3917,winter,24.54,17.89,0.35,
SL-3918,monsoon,26.15,209.41,0.88,2026-04-02
SL-3918,summer,33.37,25.03,0.65,2026-04-11
SL-3918,winter,22.87,16.8,0.46,
SL-3919,monsoon,29.68,229.52,0.83,2026-04-20
SL-3919,summer,37.43,21.81,0.54,2026-04-19
SL-3919,winter,22.83,6.97,0.25,
SL-3920,monsoon,25.3,234.72,0.84,2026-04-09
SL-3920,summer,32.36,30.14,0.81,2026-04-18
SL-3920,winter,19.55,12.46,0.41,
SL-3921,monsoon,28.48,197.63,0.99,2026-03-22
SL-3921,summer,34.58,28.89,0.77,2026-04-01
SL-3921,winter,18.21,19.33,0.49,
SL-3922,monsoon,26.54,220.34,0.87,2026-03-24
SL-3922,summer,37.5,20.4,0.84,2026-04-11
SL-3922,winter,24.87,18.5,0.36,
SL-3923,monsoon,29.09,179.88,0.9,2026-03-25
SL-3923,summer,33.4,28.31,0.66,2026-05-18
SL-3923,winter,18.75,9.01,0.53,2026-05-14
SL-3924,monsoon,27.78,221.12,0.99,2026-03-23
SL-3924,summer,32.82,39.59,0.74,2026-03-28
SL-3924,winter,23.15,12.07,0.36,
SL-3925,monsoon,29.43,219.13,0.88,2026-04-06
SL-3925,summer,34.36,23.04,0.73,2026-04-17
SL-3925,winter,22.52,18.45,0.38,
SL-3926,monsoon,26.83,246.11,0.8,2026-04-14
SL-3926,summer,36.0,34.93,0.72,2026-04-02
SL-3926,winter,23.97,18.22,0.28,
SL-3927,monsoon,27.66,154.01,0.93,2026-03-24
SL-3927,summer,33.81,25.86,0.68,2026-04-01
SL-3927,winter,22.68,16.23,0.54,2026-04-03
SL-3928,monsoon,27.68,177.49,0.79,2026-04-28
SL-3928,summer,35.52,34.27,0.65,2026-04-28
SL-3928,winter,19.31,9.26,0.35,
SL-3929,monsoon,25.71,241.8,0.78,2026-04-20
SL-3929,summer,34.3,28.82,0.61,2026-05-10
SL-3929,winter,22.46,13.27,0.34,
SL-3930,monsoon,29.35,237.77,0.99,2026-03-23
SL-3930,summer,32.87,33.62,0.92,2026-04-05
SL-3930,winter,18.85,18.34,0.54,2026-03-29
SL-3931,monsoon,26.72,188.59,0.9,2026-04-03
SL-3931,summer,34.99,22.75,0.62,2026-05-07
SL-3931,winter,19.68,7.5,0.3,
SL-3932,monsoon,28.54,217.2,0.85,2026-04-17
SL-3932,summer,37.45,25.35,0.71,2026-04-08
SL-3932,winter,20.33,13.15,0.36,
SL-3933,monsoon,27.81,188.9,0.87,
SL-3933,summer,34.26,23.03,0.69,
SL-3933,winter,24.73,10.7,0.36,
SL-3934,monsoon,25.24,193.03,0.99,2026-03-23
SL-3934,summer,36.57,19.18,0.75,2026-04-22
SL-3934,winter,21.78,14.93,0.44,
SL-3935,monsoon,28.79,162.95,0.87,2026-03-24
SL-3935,summer,33.13,19.09,0.76,2026-03-28
SL-3935,winter,18.79,10.08,0.52,2026-06-01
SL-3936,monsoon,29.47,233.76,0.94,2026-03-24
SL-3936,summer,33.08,36.98,0.75,2026-04-17
SL-3936,winter,19.6,12.36,0.48,
SL-3937,monsoon,28.17,220.52,0.88,2026-03-30
SL-3937,summer,34.94,35.27,0.74,2026-04-18
SL-3937,winter,21.91,13.45,0.41,
SL-3938,monsoon,28.75,220.14,0.93,2026-03-24
SL-3938,summer,37.71,18.94,0.72,2026-05-04
SL-3938,winter,18.62,6.72,0.47,
SL-3939,monsoon,27.0,210.06,0.91,2026-03-23
SL-3939,summer,37.45,22.14,0.76,2026-03-31
SL-3939,winter,22.14,9.34,0.35,
SL-3940,monsoon,27.3,240.84,0.93,2026-04-02
SL-3940,summer,34.57,39.84,0.82,2026-03-31
SL-3940,winter,24.65,18.09,0.47,
SL-3941,monsoon,28.34,189.62,0.78,2026-04-06
SL-3941,summer,35.56,39.75,0.72,2026-04-19
SL-3941,winter,18.8,7.13,0.44,
SL-3942,monsoon,25.22,242.88,0.99,2026-03-23
SL-3942,summer,37.74,39.43,0.88,2026-04-08
SL-3942,winter,20.18,16.14,0.54,2026-05-15
SL-3943,monsoon,27.98,242.95,0.96,2026-03-28
SL-3943,summer,37.95,30.31,0.63,2026-04-27
SL-3943,winter,18.7,7.99,0.38,
SL-3944,monsoon,28.87,168.94,0.91,2026-03-27
SL-3944,summer,32.63,33.87,0.71,2026-04-12
SL-3944,winter,18.64,9.12,0.26,
SL-3945,monsoon,29.92,242.85,0.99,2026-03-23
SL-3945,summer,36.05,39.44,0.67,2026-04-18
SL-3945,winter,21.59,9.87,0.47,
SL-3946,monsoon,29.01,233.14,0.85,2026-04-06
SL-3946,summer,34.31,15.84,0.8,2026-04-11
SL-3946,winter,19.86,14.13,0.45,
SL-3947,monsoon,29.87,157.63,0.96,2026-03-28
SL-3947,summer,34.04,33.11,0.87,2026-04-07
SL-3947,winter,22.85,9.69,0.46,
SL-3948,monsoon,25.48,215.47,0.93,2026-04-01
SL-3948,summer,36.94,34.14,0.72,2026-03-28
SL-3948,winter,18.82,6.47,0.39,
SL-3949,monsoon,28.26,200.12,0.78,2026-04-05
SL-3949,summer,37.89,16.79,0.75,2026-03-28
SL-3949,winter,21.01,6.45,0.34,
SL-3950,monsoon,28.51,231.53,0.97,2026-03-25
SL-3950,summer,37.33,19.23,0.69,2026-05-14
SL-3950,winter,23.85,10.66,0.42,
SL-3951,monsoon,25.24,245.12,0.92,2026-03-28
SL-3951,summer,33.07,26.14,0.71,2026-04-03
SL-3951,winter,23.66,16.09,0.44,
SL-3952,monsoon,27.71,199.27,0.84,2026-04-14
SL-3952,summer,35.71,32.04,0.7,2026-04-21
SL-3952,winter,21.44,9.46,0.41,
SL-3953,monsoon,27.74,185.78,0.88,2026-03-28
SL-3953,summer,37.93,30.14,0.75,2026-05-01
SL-3953,winter,24.05,16.08,0.36,
SL-3954,monsoon,29.02,157.35,0.83,2026-04-19
SL-3954,summer,37.09,17.22,0.59,2026-04-18
SL-3954,winter,23.06,14.99,0.28,
SL-3955,monsoon,26.09,185.02,0.88,2026-03-29
SL-3955,summer,34.73,26.64,0.66,2026-04-06
SL-3955,winter,18.56,7.1,0.38,
SL-3956,monsoon,27.48,198.91,0.99,2026-03-23
SL-3956,summer,36.01,30.07,0.76,2026-04-28
SL-3956,winter,20.57,17.69,0.54,2026-03-30
SL-3957,monsoon,27.82,222.34,0.9,2026-04-05
SL-3957,summer,34.02,25.15,0.74,2026-05-05
SL-3957,winter,20.46,17.74,0.36,
SL-3958,monsoon,29.72,212.01,0.94,2026-03-31
SL-3958,summer,34.19,16.02,0.69,2026-04-25
SL-3958,winter,21.0,15.25,0.36,
SL-3959,monsoon,27.58,241.49,0.86,2026-03-30
SL-3959,summer,37.83,21.15,0.68,2026-04-20
SL-3959,winter,24.31,14.72,0.26,
SL-3960,monsoon,27.99,166.25,0.92,2026-04-03
SL-3960,summer,35.27,28.68,0.73,2026-04-05
SL-3960,winter,18.41,6.21,0.39,
SL-3961,monsoon,28.37,159.4,0.99,2026-03-22
SL-3961,summer,33.67,29.11,0.76,2026-04-22
SL-3961,winter,23.78,6.66,0.54,2026-06-01
SL-3962,monsoon,25.5,215.45,0.99,2026-03-22
SL-3962,summer,35.87,25.32,0.83,2026-04-02
SL-3962,winter,20.81,10.4,0.42,
SL-3963,monsoon,28.64,153.88,0.91,2026-03-24
SL-3963,summer,36.93,28.45,0.7,2026-04-25
SL-3963,winter,21.69,6.85,0.38,
SL-3964,monsoon,25.61,223.28,0.97,
SL-3964,summer,35.63,34.79,0.73,
SL-3964,winter,23.17,7.65,0.37,
SL-3965,monsoon,26.55,167.48,0.87,2026-03-25
SL-3965,summer,32.81,21.01,0.79,2026-04-23
SL-3965,winter,18.37,6.21,0.36,
SL-3966,monsoon,26.95,216.99,0.94,2026-03-28
SL-3966,summer,36.34,23.92,0.67,2026-03-30
SL-3966,winter,19.46,16.97,0.34,
SL-3967,monsoon,25.15,247.09,0.93,2026-03-24
SL-3967,summer,37.88,26.94,0.83,2026-04-12
SL-3967,winter,22.37,11.94,0.36,
SL-3968,monsoon,27.67,217.63,0.99,2026-03-23
SL-3968,summer,33.71,15.78,0.68,2026-04-23
SL-3968,winter,24.43,14.26,0.47,
SL-3969,monsoon,29.46,246.31,0.96,2026-03-26
SL-3969,summer,33.23,37.59,0.83,2026-04-19
SL-3969,winter,18.61,8.0,0.47,
SL-3970,monsoon,26.87,181.59,0.99,2026-03-23
SL-3970,summer,35.1,23.96,0.84,2026-04-15
SL-3970,winter,18.4,11.67,0.38,
SL-3971,monsoon,25.66,152.11,0.92,
SL-3971,summer,34.79,27.86,0.67,
SL-3971,winter,23.46,16.44,0.46,
SL-3972,monsoon,28.33,175.13,0.99,2026-03-23
SL-3972,summer,32.82,25.35,0.81,2026-03-27
SL-3972,winter,24.21,7.67,0.48,
SL-3973,monsoon,28.05,167.02,0.99,2026-03-22
SL-3973,summer,35.75,21.4,0.78,2026-04-17
SL-3973,winter,21.93,7.44,0.52,2026-04-12
SL-3974,monsoon,25.61,240.7,0.99,2026-03-22
SL-3974,summer,35.55,34.35,0.67,2026-03-31
SL-3974,winter,18.0,8.79,0.44,
SL-3975,monsoon,29.95,244.05,0.99,2026-03-23
SL-3975,summer,34.08,22.11,0.87,2026-04-03
SL-3975,winter,22.57,16.0,0.56,2026-04-27
SL-3976,monsoon,26.53,193.19,0.82,2026-04-19
SL-3976,summer,35.87,15.94,0.69,2026-04-28
SL-3976,winter,20.2,6.84,0.45,
SL-3977,monsoon,27.67,186.56,0.98,2026-03-22
SL-3977,summer,33.03,26.71,0.6,2026-05-03
SL-3977,winter,18.99,6.48,0.35,
SL-3978,monsoon,28.16,223.48,0.96,2026-03-22
SL-3978,summer,32.21,33.08,0.65,2026-03-29
SL-3978,winter,23.94,19.78,0.38,
SL-3979,monsoon,29.61,231.39,0.85,2026-04-05
SL-3979,summer,36.23,36.37,0.83,2026-04-14
SL-3979,winter,19.22,14.6,0.39,
SL-3980,monsoon,29.36,219.92,0.99,2026-03-23
SL-3980,summer,36.33,32.72,0.67,2026-04-09
SL-3980,winter,21.98,11.56,0.44,
SL-3981,monsoon,25.15,211.33,0.92,2026-04-04
SL-3981,summer,36.2,32.44,0.65,2026-05-05
SL-3981,winter,20.74,9.59,0.49,
SL-3982,monsoon,25.7,233.56,0.99,2026-03-22
SL-3982,summer,35.35,27.85,0.76,2026-05-03
SL-3982,winter,22.26,15.83,0.45,
SL-3983,monsoon,25.56,249.34,0.98,2026-03-23
SL-3983,summer,37.37,19.26,0.67,2026-04-30
SL-3983,winter,18.12,8.67,0.45,
SL-3984,monsoon,26.09,222.47,0.99,2026-03-23
SL-3984,summer,34.0,20.25,0.67,2026-03-26
SL-3984,winter,20.63,17.09,0.48,
SL-3985,monsoon,29.88,239.16,0.91,2026-04-06
SL-3985,summer,35.23,26.14,0.84,2026-04-14
SL-3985,winter,21.6,17.25,0.36,
SL-3986,monsoon,26.32,165.53,0.82,2026-04-06
SL-3986,summer,34.87,20.06,0.73,2026-05-05
SL-3986,winter,24.5,6.4,0.47,
SL-3987,monsoon,25.01,208.73,0.99,2026-03-22
SL-3987,summer,35.4,21.66,0.81,2026-03-25
SL-3987,winter,19.21,15.12,0.45,
SL-3988,monsoon,29.22,244.21,0.95,2026-03-23
SL-3988,summer,35.87,21.17,0.8,2026-04-04
SL-3988,winter,20.83,13.36,0.48,
SL-3989,monsoon,25.8,160.79,0.99,2026-03-23
SL-3989,summer,34.39,20.33,0.83,2026-04-11
SL-3989,winter,21.32,11.93,0.48,
SL-3990,monsoon,26.89,186.04,0.81,2026-04-06
SL-3990,summer,35.36,22.48,0.68,2026-05-06
SL-3990,winter,23.34,19.14,0.51,2026-03-26
SL-3991,monsoon,25.91,200.93,0.85,
SL-3991,summer,33.51,27.58,0.73,
SL-3991,winter,18.26,10.01,0.39,
SL-3992,monsoon,28.48,226.83,0.99,2026-03-22
SL-3992,summer,36.27,18.57,0.66,2026-05-17
SL-3992,winter,21.54,10.76,0.41,
SL-3993,monsoon,26.87,238.58,0.97,2026-03-26
SL-3993,summer,35.78,36.51,0.79,2026-03-25
SL-3993,winter,23.73,18.78,0.37,
SL-3994,monsoon,28.89,197.12,0.99,2026-03-23
SL-3994,summer,36.12,18.48,0.68,2026-03-28
SL-3994,winter,23.96,9.42,0.44,
SL-3995,monsoon,25.39,152.04,0.94,2026-03-29
SL-3995,summer,37.71,34.26,0.69,2026-04-27
SL-3995,winter,20.91,19.85,0.39,
