light_id,grid_zone,avg_load_percent,outage_history_count
SL-2205,ZONE-A,73.69,1
SL-2206,ZONE-B,86.95,5
SL-2207,ZONE-C,71.98,0
SL-2208,ZONE-D,80.31,4
SL-2209,ZONE-E,72.61,0
SL-2210,ZONE-A,72.85,1
SL-2211,ZONE-B,86.52,7
SL-2212,ZONE-C,66.71,1
SL-2213,ZONE-D,76.37,1
SL-2214,ZONE-E,69.89,2
SL-2215,ZONE-A,74.57,0
SL-2216,ZONE-B,83.07,3
SL-2217,ZONE-C,68.31,2
SL-2218,ZONE-D,74.1,2
SL-2219,ZONE-E,69.41,0
SL-2220,ZONE-A,76.33,3
SL-2221,ZONE-B,77.93,4
SL-2222,ZONE-C,72.95,0
SL-2223,ZONE-D,78.25,2
SL-2224,ZONE-E,71.74,1
SL-2225,ZONE-A,79.58,2
SL-2226,ZONE-B,86.94,8
SL-2227,ZONE-C,63.69,0
SL-2228,ZONE-D,79.24,3
SL-2229,ZONE-E,71.77,0
SL-2230,ZONE-A,72.01,0
SL-2231,ZONE-B,78.09,4
SL-2232,ZONE-C,66.13,1
SL-2233,ZONE-D,73.97,1
SL-2234,ZONE-E,71.42,1
SL-2235,ZONE-A,71.11,1
SL-2236,ZONE-B,77.63,2
SL-2237,ZONE-C,64.36,1
SL-2238,ZONE-D,74.52,0
SL-2239,ZONE-E,67.18,0
SL-2240,ZONE-A,71.62,0
SL-2241,ZONE-B,81.37,4
SL-2242,ZONE-C,71.21,2
SL-2243,ZONE-D,75.65,4
SL-2244,ZONE-E,66.2,0
SL-2245,ZONE-A,72.43,1
SL-2246,ZONE-B,78.49,3
SL-2247,ZONE-C,64.39,1
SL-2248,ZONE-D,77.41,2
SL-2249,ZONE-E,70.68,2
SL-2250,ZONE-A,71.2,1
SL-2251,ZONE-B,77.64,3
SL-2252,ZONE-C,64.99,2
SL-2253,ZONE-D,74.51,2
SL-2254,ZONE-E,72.91,0
SL-2255,ZONE-A,75.69,4
SL-2256,ZONE-B,78.04,2
SL-2257,ZONE-C,70.48,2
SL-2258,ZONE-D,77.72,4
SL-2259,ZONE-E,74.75,2
SL-2260,ZONE-A,71.39,1
SL-2261,ZONE-B,83.99,4
SL-2262,ZONE-C,71.9,2
SL-2263,ZONE-D,75.79,4
SL-2264,ZONE-E,75.8,4
SL-2265,ZONE-A,72.43,2
SL-2266,ZONE-B,82.98,5
SL-2267,ZONE-C,72.15,1
SL-2268,ZONE-D,73.83,1
SL-2269,ZONE-E,75.88,4
SL-2270,ZONE-A,77.27,2
SL-2271,ZONE-B,77.06,2
SL-2272,ZONE-C,63.96,1
SL-2273,ZONE-D,75.49,2
SL-2274,ZONE-E,74.2,0
SL-2275,ZONE-A,73.2,2
SL-2276,ZONE-B,86.27,6
SL-2277,ZONE-C,64.81,0
SL-2278,ZONE-D,81.82,6
SL-2279,ZONE-E,74.0,0
SL-2280,ZONE-A,72.19,0
SL-2281,ZONE-B,86.75,4
SL-2282,ZONE-C,68.64,2
SL-2283,ZONE-D,75.79,3
SL-2284,ZONE-E,68.22,1
SL-2285,ZONE-A,75.79,2
SL-2286,ZONE-B,83.91,7
SL-2287,ZONE-C,71.69,2
SL-2288,ZONE-D,78.06,3
SL-2289,ZONE-E,75.23,3
SL-2290,ZONE-A,71.15,1
SL-2291,ZONE-B,77.89,4
SL-2292,ZONE-C,69.95,2
SL-2293,ZONE-D,77.18,4
SL-2294,ZONE-E,68.63,2
SL-2295,ZONE-A,74.26,0
SL-2296,ZONE-B,84.7,4
SL-2297,ZONE-C,69.41,2
SL-2298,ZONE-D,77.74,4
SL-2299,ZONE-E,68.73,0
SL-2300,ZONE-A,76.76,3
SL-2301,ZONE-B,85.74,8
SL-2302,ZONE-C,69.65,1
SL-2303,ZONE-D,75.98,2
SL-2304,ZONE-E,70.15,2
SL-2305,ZONE-A,74.64,1
SL-2306,ZONE-B,81.53,7
SL-2307,ZONE-C,65.85,1
SL-2308,ZONE-D,74.79,2
SL-2309,ZONE-E,75.67,2
SL-2310,ZONE-A,76.08,1
SL-2311,ZONE-B,83.64,5
SL-2312,ZONE-C,64.61,2
SL-2313,ZONE-D,80.51,3
SL-2314,ZONE-E,75.53,1
SL-2315,ZONE-A,73.15,1
SL-2316,ZONE-B,84.68,8
SL-2317,ZONE-C,63.44,2
SL-2318,ZONE-D,81.71,7
SL-2319,ZONE-E,72.4,1
SL-2320,ZONE-A,73.68,1
SL-2321,ZONE-B,81.65,4
SL-2322,ZONE-C,64.5,2
SL-2323,ZONE-D,76.02,1
SL-2324,ZONE-E,71.2,2
SL-2325,ZONE-A,74.82,0
SL-2326,ZONE-B,78.72,4
SL-2327,ZONE-C,63.81,1
SL-2328,ZONE-D,74.09,1
SL-2329,ZONE-E,67.67,1
SL-2330,ZONE-A,78.87,1
SL-2331,ZONE-B,77.78,3
SL-2332,ZONE-C,71.84,2
SL-2333,ZONE-D,80.34,8
SL-2334,ZONE-E,74.49,0
SL-2335,ZONE-A,70.26,2
SL-2336,ZONE-B,79.77,4
SL-2337,ZONE-C,65.05,2
SL-2338,ZONE-D,74.51,0
SL-2339,ZONE-E,72.0,0
SL-2340,ZONE-A,74.36,0
SL-2341,ZONE-B,84.17,4
SL-2342,ZONE-C,72.67,0
SL-2343,ZONE-D,78.24,1
SL-2344,ZONE-E,73.88,1
SL-2345,ZONE-A,70.32,1
SL-2346,ZONE-B,85.83,3
SL-2347,ZONE-C,66.2,1
SL-2348,ZONE-D,78.89,4
SL-2349,ZONE-E,70.78,1
SL-2350,ZONE-A,77.28,1
SL-2351,ZONE-B,84.29,7
SL-2352,ZONE-C,65.72,2
SL-2353,ZONE-D,73.56,2
SL-2354,ZONE-E,75.96,3
SL-2355,ZONE-A,72.84,0
SL-2356,ZONE-B,79.25,2
SL-2357,ZONE-C,63.71,0
SL-2358,ZONE-D,82.64,4
SL-2359,ZONE-E,69.13,2
SL-2360,ZONE-A,74.14,0
SL-2361,ZONE-B,78.25,1
SL-2362,ZONE-C,71.92,1
SL-2363,ZONE-D,81.42,4
SL-2364,ZONE-E,66.42,0
SL-2365,ZONE-A,75.97,2
SL-2366,ZONE-B,86.34,6
SL-2367,ZONE-C,68.7,0
SL-2368,ZONE-D,77.92,2
SL-2369,ZONE-E,70.35,1
SL-2370,ZONE-A,75.22,3
SL-2371,ZONE-B,78.94,1
SL-2372,ZONE-C,70.68,1
SL-2373,ZONE-D,75.87,4
SL-2374,ZONE-E,75.24,3
SL-2375,ZONE-A,73.95,0
SL-2376,ZONE-B,80.35,8
SL-2377,ZONE-C,66.72,2
SL-2378,ZONE-D,79.11,1
SL-2379,ZONE-E,66.83,2
SL-2380,ZONE-A,73.57,0
SL-2381,ZONE-B,80.32,3
SL-2382,ZONE-C,69.1,1
SL-2383,ZONE-D,79.32,2
SL-2384,ZONE-E,72.58,1
SL-2385,ZONE-A,70.13,0
SL-2386,ZONE-B,80.51,8
SL-2387,ZONE-C,65.39,1
SL-2388,ZONE-D,79.13,2
SL-2389,ZONE-E,70.14,2
SL-2390,ZONE-A,73.47,0
SL-2391,ZONE-B,77.46,3
SL-2392,ZONE-C,65.14,0
SL-2393,ZONE-D,77.56,2
SL-2394,ZONE-E,71.95,1
SL-2395,ZONE-A,75.73,4
SL-2396,ZONE-B,82.78,5
SL-2397,ZONE-C,72.75,0
SL-2398,ZONE-D,80.06,8
SL-2399,ZONE-E,73.35,1
SL-2400,ZONE-A,78.94,3
SL-2401,ZONE-B,77.39,2
SL-2402,ZONE-C,72.44,0
SL-2403,ZONE-D,74.45,0
SL-2404,ZONE-E,72.83,0
SL-2405,ZONE-A,73.0,1
SL-2406,ZONE-B,81.16,6
SL-2407,ZONE-C,63.87,1
SL-2408,ZONE-D,74.7,1
SL-2409,ZONE-E,72.28,2
SL-2410,ZONE-A,75.05,3
SL-2411,ZONE-B,84.84,8
SL-2412,ZONE-C,68.39,2
SL-2413,ZONE-D,74.79,2
SL-2414,ZONE-E,73.08,2
SL-2415,ZONE-A,76.25,2
SL-2416,ZONE-B,82.7,6
SL-2417,ZONE-C,70.45,1
SL-2418,ZONE-D,74.18,2
SL-2419,ZONE-E,73.89,1
SL-2420,ZONE-A,70.01,1
SL-2421,ZONE-B,82.85,8
SL-2422,ZONE-C,70.32,2
SL-2423,ZONE-D,79.25,3
SL-2424,ZONE-E,70.49,1
SL-2425,ZONE-A,78.53,2
SL-2426,ZONE-B,78.38,3
SL-2427,ZONE-C,67.77,1
SL-2428,ZONE-D,77.31,3
SL-2429,ZONE-E,71.28,0
SL-2430,ZONE-A,75.29,4
SL-2431,ZONE-B,84.81,3
SL-2432,ZONE-C,70.54,2
SL-2433,ZONE-D,75.26,3
SL-2434,ZONE-E,66.95,0
SL-2435,ZONE-A,70.59,0
SL-2436,ZONE-B,82.85,3
SL-2437,ZONE-C,71.22,2
SL-2438,ZONE-D,77.39,3
SL-2439,ZONE-E,67.93,0
SL-2440,ZONE-A,74.34,2
SL-2441,ZONE-B,84.33,4
SL-2442,ZONE-C,65.91,2
SL-2443,ZONE-D,73.76,1
SL-2444,ZONE-E,73.01,0
SL-2445,ZONE-A,71.05,2
SL-2446,ZONE-B,77.31,3
SL-2447,ZONE-C,64.01,0
SL-2448,ZONE-D,82.33,6
SL-2449,ZONE-E,73.94,2
SL-2450,ZONE-A,79.3,2
SL-2451,ZONE-B,83.32,5
SL-2452,ZONE-C,63.49,1
SL-2453,ZONE-D,74.05,2
SL-2454,ZONE-E,75.08,3
SL-2455,ZONE-A,71.42,0
SL-2456,ZONE-B,82.89,3
SL-2457,ZONE-C,69.91,2
SL-2458,ZONE-D,74.74,2
SL-2459,ZONE-E,67.4,0
SL-2460,ZONE-A,79.19,1
SL-2461,ZONE-B,79.12,1
SL-2462,ZONE-C,64.42,0
SL-2463,ZONE-D,77.56,1
SL-2464,ZONE-E,67.73,1
SL-2465,ZONE-A,77.11,2
SL-2466,ZONE-B,85.54,6
SL-2467,ZONE-C,67.41,0
SL-2468,ZONE-D,79.11,4
SL-2469,ZONE-E,72.16,0
SL-2470,ZONE-A,73.04,0
SL-2471,ZONE-B,81.81,4
SL-2472,ZONE-C,72.01,1
SL-2473,ZONE-D,80.93,6
SL-2474,ZONE-E,70.52,1
SL-2475,ZONE-A,73.99,1
SL-2476,ZONE-B,79.42,4
SL-2477,ZONE-C,68.17,1
SL-2478,ZONE-D,79.21,4
SL-2479,ZONE-E,74.35,2
SL-2480,ZONE-A,79.16,3
SL-2481,ZONE-B,77.92,1
SL-2482,ZONE-C,71.4,1
SL-2483,ZONE-D,74.25,1
SL-2484,ZONE-E,73.26,2
SL-2485,ZONE-A,72.28,0
SL-2486,ZONE-B,84.75,3
SL-2487,ZONE-C,63.02,1
SL-2488,ZONE-D,76.56,2
SL-2489,ZONE-E,66.19,1
SL-2490,ZONE-A,76.86,4
SL-2491,ZONE-B,85.95,3
SL-2492,ZONE-C,70.39,0
SL-2493,ZONE-D,81.9,8
SL-2494,ZONE-E,66.84,2
SL-2495,ZONE-A,77.97,3
SL-2496,ZONE-B,82.35,4
SL-2497,ZONE-C,63.62,2
SL-2498,ZONE-D,78.6,3
SL-2499,ZONE-E,66.76,0
SL-2500,ZONE-A,73.54,2
SL-2501,ZONE-B,84.01,5
SL-2502,ZONE-C,63.52,1
SL-2503,ZONE-D,81.93,6
SL-2504,ZONE-E,69.5,2
SL-2505,ZONE-A,75.09,4
SL-2506,ZONE-B,82.28,8
SL-2507,ZONE-C,66.07,0
SL-2508,ZONE-D,82.9,7
SL-2509,ZONE-E,73.35,0
SL-2510,ZONE-A,73.34,0
SL-2511,ZONE-B,85.17,8
SL-2512,ZONE-C,64.09,1
SL-2513,ZONE-D,81.42,4
SL-2514,ZONE-E,71.88,0
SL-2515,ZONE-A,70.8,2
SL-2516,ZONE-B,77.46,4
SL-2517,ZONE-C,71.49,2
SL-2518,ZONE-D,80.36,3
SL-2519,ZONE-E,69.71,2
SL-2520,ZONE-A,70.1,0
SL-2521,ZONE-B,81.79,4
SL-2522,ZONE-C,71.6,0
SL-2523,ZONE-D,73.33,0
SL-2524,ZONE-E,69.75,1
SL-2525,ZONE-A,77.73,2
SL-2526,ZONE-B,85.59,3
SL-2527,ZONE-C,68.29,2
SL-2528,ZONE-D,79.42,3
SL-2529,ZONE-E,69.15,1
SL-2530,ZONE-A,72.29,1
SL-2531,ZONE-B,86.5,7
SL-2532,ZONE-C,63.64,1
SL-2533,ZONE-D,80.49,4
SL-2534,ZONE-E,71.2,1
SL-2535,ZONE-A,74.18,1
SL-2536,ZONE-B,77.64,3
SL-2537,ZONE-C,65.6,2
SL-2538,ZONE-D,81.3,8
SL-2539,ZONE-E,73.64,2
SL-2540,ZONE-A,78.74,4
SL-2541,ZONE-B,81.16,6
SL-2542,ZONE-C,66.12,1
SL-2543,ZONE-D,73.69,1
SL-2544,ZONE-E,73.18,2
SL-2545,ZONE-A,76.72,3
SL-2546,ZONE-B,86.83,4
SL-2547,ZONE-C,70.71,2
SL-2548,ZONE-D,78.88,1
SL-2549,ZONE-E,73.91,1
SL-2550,ZONE-A,74.11,2
SL-2551,ZONE-B,77.91,2
SL-2552,ZONE-C,67.27,2
SL-2553,ZONE-D,81.66,3
SL-2554,ZONE-E,72.31,2
SL-2555,ZONE-A,70.98,0
SL-2556,ZONE-B,78.1,2
SL-2557,ZONE-C,68.76,0
SL-2558,ZONE-D,81.0,8
SL-2559,ZONE-E,72.25,2
SL-2560,ZONE-A,77.1,1
SL-2561,ZONE-B,84.52,8
SL-2562,ZONE-C,72.54,0
SL-2563,ZONE-D,73.95,0
SL-2564,ZONE-E,74.28,2
SL-2565,ZONE-A,75.65,2
SL-2566,ZONE-B,85.33,4
SL-2567,ZONE-C,71.98,0
SL-2568,ZONE-D,73.64,1
SL-2569,ZONE-E,71.48,0
SL-2570,ZONE-A,75.07,3
SL-2571,ZONE-B,84.61,8
SL-2572,ZONE-C,66.6,2
SL-2573,ZONE-D,76.88,2
SL-2574,ZONE-E,72.57,1
SL-2575,ZONE-A,79.69,4
SL-2576,ZONE-B,79.96,4
SL-2577,ZONE-C,69.54,0
SL-2578,ZONE-D,81.12,7
SL-2579,ZONE-E,73.53,0
SL-2580,ZONE-A,79.56,2
SL-2581,ZONE-B,81.21,8
SL-2582,ZONE-C,68.74,0
SL-2583,ZONE-D,74.22,0
SL-2584,ZONE-E,67.71,1
SL-2585,ZONE-A,72.45,2
SL-2586,ZONE-B,79.07,2
SL-2587,ZONE-C,67.32,0
SL-2588,ZONE-D,82.89,7
SL-2589,ZONE-E,66.39,2
SL-2590,ZONE-A,76.59,1
SL-2591,ZONE-B,78.75,2
SL-2592,ZONE-C,71.01,1
SL-2593,ZONE-D,74.35,0
SL-2594,ZONE-E,71.29,0
SL-2595,ZONE-A,79.92,2
SL-2596,ZONE-B,85.8,3
SL-2597,ZONE-C,65.56,0
SL-2598,ZONE-D,79.01,4
SL-2599,ZONE-E,68.48,2
SL-2600,ZONE-A,76.0,3
SL-2601,ZONE-B,83.6,7
SL-2602,ZONE-C,65.9,2
SL-2603,ZONE-D,73.75,2
SL-2604,ZONE-E,69.67,2
SL-2605,ZONE-A,78.8,1
SL-2606,ZONE-B,81.48,4
SL-2607,ZONE-C,68.57,1
SL-2608,ZONE-D,73.51,1
SL-2609,ZONE-E,68.55,2
SL-2610,ZONE-A,75.74,1
SL-2611,ZONE-B,83.74,3
SL-2612,ZONE-C,66.92,1
SL-2613,ZONE-D,79.02,4
SL-2614,ZONE-E,69.34,2
SL-2615,ZONE-A,70.57,1
SL-2616,ZONE-B,81.34,4
SL-2617,ZONE-C,64.37,2
SL-2618,ZONE-D,77.95,2
SL-2619,ZONE-E,72.06,2
SL-2620,ZONE-A,72.85,0
SL-2621,ZONE-B,83.84,3
SL-2622,ZONE-C,65.8,1
SL-2623,ZONE-D,76.19,1
SL-2624,ZONE-E,75.09,3
SL-2625,ZONE-A,72.16,1
SL-2626,ZONE-B,84.29,5
SL-2627,ZONE-C,69.67,0
SL-2628,ZONE-D,75.84,3
SL-2629,ZONE-E,69.57,2
SL-2630,ZONE-A,79.59,4
SL-2631,ZONE-B,82.36,4
SL-2632,ZONE-C,68.14,2
SL-2633,ZONE-D,77.73,1
SL-2634,ZONE-E,72.01,1
SL-2635,ZONE-A,75.96,2
SL-2636,ZONE-B,85.92,4
SL-2637,ZONE-C,68.11,2
SL-2638,ZONE-D,75.89,2
SL-2639,ZONE-E,69.52,1
SL-2640,ZONE-A,74.52,0
SL-2641,ZONE-B,84.55,5
SL-2642,ZONE-C,70.03,2
SL-2643,ZONE-D,74.87,1
SL-2644,ZONE-E,68.54,1
SL-2645,ZONE-A,71.2,0
SL-2646,ZONE-B,79.2,1
SL-2647,ZONE-C,68.68,1
SL-2648,ZONE-D,81.71,4
SL-2649,ZONE-E,74.45,1
SL-2650,ZONE-A,79.75,1
SL-2651,ZONE-B,84.9,7
SL-2652,ZONE-C,66.44,1
SL-2653,ZONE-D,79.01,3
SL-2654,ZONE-E,74.53,2
SL-2655,ZONE-A,76.76,2
SL-2656,ZONE-B,80.21,4
SL-2657,ZONE-C,71.42,0
SL-2658,ZONE-D,75.21,4
SL-2659,ZONE-E,72.82,0
SL-2660,ZONE-A,77.57,1
SL-2661,ZONE-B,86.69,3
SL-2662,ZONE-C,70.61,1
SL-2663,ZONE-D,80.17,8
SL-2664,ZONE-E,67.64,0
SL-2665,ZONE-A,78.66,4
SL-2666,ZONE-B,79.75,3
SL-2667,ZONE-C,69.91,0
SL-2668,ZONE-D,79.08,3
SL-2669,ZONE-E,68.45,2
SL-2670,ZONE-A,71.53,1
SL-2671,ZONE-B,85.61,3
SL-2672,ZONE-C,64.51,1
SL-2673,ZONE-D,76.48,4
SL-2674,ZONE-E,74.68,2
SL-2675,ZONE-A,77.93,1
SL-2676,ZONE-B,84.64,4
SL-2677,ZONE-C,70.11,1
SL-2678,ZONE-D,78.16,2
SL-2679,ZONE-E,69.47,0
SL-2680,ZONE-A,77.2,1
SL-2681,ZONE-B,86.06,6
SL-2682,ZONE-C,66.99,0
SL-2683,ZONE-D,79.69,1
SL-2684,ZONE-E,69.34,2
SL-2685,ZONE-A,79.96,4
SL-2686,ZONE-B,85.05,7
SL-2687,ZONE-C,63.9,2
SL-2688,ZONE-D,77.79,4
SL-2689,ZONE-E,69.8,1
SL-2690,ZONE-A,77.56,3
SL-2691,ZONE-B,78.13,1
SL-2692,ZONE-C,67.04,0
SL-2693,ZONE-D,82.01,8
SL-2694,ZONE-E,73.35,0
SL-2695,ZONE-A,73.11,0
SL-2696,ZONE-B,83.57,3
SL-2697,ZONE-C,68.83,1
SL-2698,ZONE-D,75.88,1
SL-2699,ZONE-E,69.1,0
SL-2700,ZONE-A,72.16,2
SL-2701,ZONE-B,84.26,6
SL-2702,ZONE-C,65.55,2
SL-2703,ZONE-D,79.82,1
SL-2704,ZONE-E,70.63,2
SL-2705,ZONE-A,76.85,2
SL-2706,ZONE-B,86.18,5
SL-2707,ZONE-C,67.24,1
SL-2708,ZONE-D,78.61,4
SL-2709,ZONE-E,67.72,1
SL-2710,ZONE-A,71.29,1
SL-2711,ZONE-B,85.93,7
SL-2712,ZONE-C,66.06,1
SL-2713,ZONE-D,76.71,2
SL-2714,ZONE-E,70.11,0
SL-2715,ZONE-A,77.4,2
SL-2716,ZONE-B,77.08,4
SL-2717,ZONE-C,67.61,0
SL-2718,ZONE-D,81.02,7
SL-2719,ZONE-E,70.48,0
SL-2720,ZONE-A,72.74,0
SL-2721,ZONE-B,84.53,8
SL-2722,ZONE-C,65.23,2
SL-2723,ZONE-D,80.5,5
SL-2724,ZONE-E,74.62,2
SL-2725,ZONE-A,70.32,2
SL-2726,ZONE-B,79.57,4
SL-2727,ZONE-C,66.36,2
SL-2728,ZONE-D,73.03,2
SL-2729,ZONE-E,66.15,1
SL-2730,ZONE-A,73.83,0
SL-2731,ZONE-B,78.14,2
SL-2732,ZONE-C,66.5,1
SL-2733,ZONE-D,76.48,2
SL-2734,ZONE-E,72.16,1
SL-2735,ZONE-A,75.56,2
SL-2736,ZONE-B,78.8,3
SL-2737,ZONE-C,66.12,1
SL-2738,ZONE-D,76.88,1
SL-2739,ZONE-E,70.75,1
SL-2740,ZONE-A,77.04,3
SL-2741,ZONE-B,83.46,8
SL-2742,ZONE-C,66.05,0
SL-2743,ZONE-D,80.58,6
SL-2744,ZONE-E,67.81,1
SL-2745,ZONE-A,76.62,1
SL-2746,ZONE-B,86.71,4
SL-2747,ZONE-C,66.12,1
SL-2748,ZONE-D,82.26,3
SL-2749,ZONE-E,72.65,2
SL-2750,ZONE-A,78.05,3
SL-2751,ZONE-B,79.96,3
SL-2752,ZONE-C,66.45,1
SL-2753,ZONE-D,77.59,4
SL-2754,ZONE-E,70.29,0
SL-2755,ZONE-A,75.58,3
SL-2756,ZONE-B,87.0,4
SL-2757,ZONE-C,63.83,0
SL-2758,ZONE-D,73.85,0
SL-2759,ZONE-E,69.81,1
SL-2760,ZONE-A,73.21,2
SL-2761,ZONE-B,77.1,4
SL-2762,ZONE-C,66.93,0
SL-2763,ZONE-D,79.98,3
SL-2764,ZONE-E,75.47,3
SL-2765,ZONE-A,70.11,0
SL-2766,ZONE-B,79.1,2
SL-2767,ZONE-C,70.06,2
SL-2768,ZONE-D,81.86,5
SL-2769,ZONE-E,71.94,2
SL-2770,ZONE-A,71.48,2
SL-2771,ZONE-B,86.15,7
SL-2772,ZONE-C,64.3,1
SL-2773,ZONE-D,73.08,2
SL-2774,ZONE-E,71.32,2
SL-2775,ZONE-A,79.99,1
SL-2776,ZONE-B,80.12,3
SL-2777,ZONE-C,71.69,0
SL-2778,ZONE-D,74.39,0
SL-2779,ZONE-E,69.09,0
SL-2780,ZONE-A,71.72,0
SL-2781,ZONE-B,78.94,4
SL-2782,ZONE-C,64.14,2
SL-2783,ZONE-D,77.59,2
SL-2784,ZONE-E,69.36,1
SL-2785,ZONE-A,77.55,2
SL-2786,ZONE-B,81.72,8
SL-2787,ZONE-C,66.71,1
SL-2788,ZONE-D,77.31,2
SL-2789,ZONE-E,68.35,0
SL-2790,ZONE-A,73.23,0
SL-2791,ZONE-B,85.53,3
SL-2792,ZONE-C,67.88,2
SL-2793,ZONE-D,74.38,2
SL-2794,ZONE-E,69.61,0
SL-2795,ZONE-A,79.03,4
SL-2796,ZONE-B,84.5,5
SL-2797,ZONE-C,72.93,0
SL-2798,ZONE-D,80.23,3
SL-2799,ZONE-E,72.01,0
SL-2800,ZONE-A,77.77,1
SL-2801,ZONE-B,79.56,1
SL-2802,ZONE-C,71.47,0
SL-2803,ZONE-D,79.24,2
SL-2804,ZONE-E,69.95,1
SL-2805,ZONE-A,77.92,3
SL-2806,ZONE-B,79.09,4
SL-2807,ZONE-C,65.47,2
SL-2808,ZONE-D,73.24,0
SL-2809,ZONE-E,69.08,0
SL-2810,ZONE-A,75.76,4
SL-2811,ZONE-B,83.23,4
SL-2812,ZONE-C,63.61,1
SL-2813,ZONE-D,75.61,3
SL-2814,ZONE-E,72.08,2
SL-2815,ZONE-A,70.33,0
SL-2816,ZONE-B,80.34,5
SL-2817,ZONE-C,66.99,0
SL-2818,ZONE-D,73.79,0
SL-2819,ZONE-E,68.58,0
SL-2820,ZONE-A,77.58,4
SL-2821,ZONE-B,84.37,3
SL-2822,ZONE-C,70.76,1
SL-2823,ZONE-D,81.87,7
SL-2824,ZONE-E,66.32,1
SL-2825,ZONE-A,72.55,2
SL-2826,ZONE-B,77.44,2
SL-2827,ZONE-C,68.74,1
SL-2828,ZONE-D,75.16,1
SL-2829,ZONE-E,74.91,2
SL-2830,ZONE-A,77.57,3
SL-2831,ZONE-B,85.54,3
SL-2832,ZONE-C,70.29,1
SL-2833,ZONE-D,74.6,1
SL-2834,ZONE-E,66.51,0
SL-2835,ZONE-A,78.45,1
SL-2836,ZONE-B,84.36,8
SL-2837,ZONE-C,70.39,0
SL-2838,ZONE-D,79.21,1
SL-2839,ZONE-E,73.81,0
SL-2840,ZONE-A,70.52,1
SL-2841,ZONE-B,86.93,3
SL-2842,ZONE-C,70.88,2
SL-2843,ZONE-D,78.55,4
SL-2844,ZONE-E,73.47,0
SL-2845,ZONE-A,72.06,1
SL-2846,ZONE-B,77.99,3
SL-2847,ZONE-C,63.49,1
SL-2848,ZONE-D,77.0,4
SL-2849,ZONE-E,74.01,1
SL-2850,ZONE-A,72.23,2
SL-2851,ZONE-B,84.61,6
SL-2852,ZONE-C,72.15,0
SL-2853,ZONE-D,82.95,7
SL-2854,ZONE-E,71.69,0
SL-2855,ZONE-A,70.28,0
SL-2856,ZONE-B,78.97,4
SL-2857,ZONE-C,66.18,2
SL-2858,ZONE-D,77.88,1
SL-2859,ZONE-E,68.4,0
SL-2860,ZONE-A,73.8,0
SL-2861,ZONE-B,80.28,8
SL-2862,ZONE-C,72.14,1
SL-2863,ZONE-D,77.87,3
SL-2864,ZONE-E,72.69,2
SL-2865,ZONE-A,70.98,1
SL-2866,ZONE-B,82.87,6
SL-2867,ZONE-C,63.65,2
SL-2868,ZONE-D,74.42,2
SL-2869,ZONE-E,66.62,1
SL-2870,ZONE-A,75.36,2
SL-2871,ZONE-B,83.13,8
SL-2872,ZONE-C,64.92,0
SL-2873,ZONE-D,80.24,4
SL-2874,ZONE-E,68.3,0
SL-2875,ZONE-A,78.15,4
SL-2876,ZONE-B,84.31,8
SL-2877,ZONE-C,69.17,1
SL-2878,ZONE-D,78.75,2
SL-2879,ZONE-E,75.57,1
SL-2880,ZONE-A,77.32,4
SL-2881,ZONE-B,83.02,3
SL-2882,ZONE-C,70.99,1
SL-2883,ZONE-D,75.15,2
SL-2884,ZONE-E,75.44,3
SL-2885,ZONE-A,73.35,1
SL-2886,ZONE-B,86.15,8
SL-2887,ZONE-C,64.15,0
SL-2888,ZONE-D,78.47,2
SL-2889,ZONE-E,69.38,2
SL-2890,ZONE-A,71.53,2
SL-2891,ZONE-B,80.04,4
SL-2892,ZONE-C,70.25,0
SL-2893,ZONE-D,79.27,4
SL-2894,ZONE-E,72.86,1
SL-2895,ZONE-A,75.79,1
SL-2896,ZONE-B,79.86,2
SL-2897,ZONE-C,68.89,0
SL-2898,ZONE-D,78.95,1
SL-2899,ZONE-E,68.07,0
SL-2900,ZONE-A,76.52,3
SL-2901,ZONE-B,84.16,4
SL-2902,ZONE-C,68.83,0
SL-2903,ZONE-D,77.61,3
SL-2904,ZONE-E,73.94,2
SL-2905,ZONE-A,79.18,1
SL-2906,ZONE-B,77.42,2
SL-2907,ZONE-C,71.91,2
SL-2908,ZONE-D,80.58,7
SL-2909,ZONE-E,73.05,2
SL-2910,ZONE-A,73.7,2
SL-2911,ZONE-B,86.64,7
SL-2912,ZONE-C,64.94,0
SL-2913,ZONE-D,80.31,8
SL-2914,ZONE-E,66.08,1
SL-2915,ZONE-A,79.11,3
SL-2916,ZONE-B,78.39,1
SL-2917,ZONE-C,63.0,2
SL-2918,ZONE-D,77.61,2
SL-2919,ZONE-E,75.89,2
SL-2920,ZONE-A,72.07,0
SL-2921,ZONE-B,77.26,4
SL-2922,ZONE-C,69.75,2
SL-2923,ZONE-D,82.54,5
SL-2924,ZONE-E,66.23,1
SL-2925,ZONE-A,71.48,2
SL-2926,ZONE-B,86.27,7
SL-2927,ZONE-C,63.98,0
SL-2928,ZONE-D,79.04,3
SL-2929,ZONE-E,74.64,1
SL-2930,ZONE-A,75.57,3
SL-2931,ZONE-B,81.63,7
SL-2932,ZONE-C,70.37,1
SL-2933,ZONE-D,76.23,4
SL-2934,ZONE-E,66.72,0
SL-2935,ZONE-A,71.71,0
SL-2936,ZONE-B,77.18,2
SL-2937,ZONE-C,66.24,2
SL-2938,ZONE-D,80.23,3
SL-2939,ZONE-E,70.71,2
