request_id,light_id,reported_at,resolved_at,issue_type
REQ-0951,SL-1255,2025-07-26 13:45:35,2025-07-31 14:45:35,vandalism
REQ-0952,SL-0605,2025-07-27 13:45:35,2025-07-29 16:45:35,vandalism
REQ-0953,SL-2745,2025-07-27 13:45:35,2025-07-29 14:45:35,bulb_failure
REQ-0954,SL-0597,2025-07-27 13:45:35,2025-07-30 20:45:35,vandalism
REQ-0955,SL-2927,2025-07-28 13:45:35,2025-08-01 18:45:35,power_supply
REQ-0956,SL-4579,2025-07-28 13:45:35,2025-07-31 15:45:35,bulb_failure
REQ-0957,SL-0092,2025-07-28 13:45:35,2025-08-01 20:45:35,sensor_failure
REQ-0958,SL-3608,2025-07-28 13:45:35,2025-08-02 19:45:35,sensor_failure
REQ-0959,SL-2918,2025-07-28 13:45:35,2025-08-03 19:45:35,wiring
REQ-0960,SL-2543,2025-07-28 13:45:35,2025-07-29 15:45:35,vandalism
REQ-0961,SL-0729,2025-07-28 13:45:35,2025-07-31 21:45:35,sensor_failure
REQ-0962,SL-1034,2025-07-28 13:45:35,2025-07-31 15:45:35,bulb_failure
REQ-0963,SL-3401,2025-07-28 13:45:35,2025-07-31 21:45:35,bulb_failure
REQ-0964,SL-4133,2025-07-29 13:45:35,2025-08-02 21:45:35,vandalism
REQ-0965,SL-2405,2025-07-29 13:45:35,2025-08-02 16:45:35,pole_damage
REQ-0966,SL-4195,2025-07-29 13:45:35,2025-07-31 19:45:35,power_supply
REQ-0967,SL-3403,2025-07-29 13:45:35,2025-07-31 18:45:35,pole_damage
REQ-0968,SL-4716,2025-07-29 13:45:35,2025-07-31 17:45:35,bulb_failure
REQ-0969,SL-1765,2025-07-29 13:45:35,2025-08-03 16:45:35,bulb_failure
REQ-0970,SL-3697,2025-07-30 13:45:35,2025-08-03 21:45:35,wiring
REQ-0971,SL-2627,2025-07-30 13:45:35,2025-08-02 16:45:35,power_supply
REQ-0972,SL-4240,2025-07-30 13:45:35,2025-08-04 14:45:35,wiring
REQ-0973,SL-2263,2025-07-30 13:45:35,2025-08-02 15:45:35,power_supply
REQ-0974,SL-4008,2025-07-31 13:45:35,2025-08-07 21:45:35,bulb_failure
REQ-0975,SL-2170,2025-07-31 13:45:35,2025-08-03 18:45:35,bulb_failure
REQ-0976,SL-0372,2025-07-31 13:45:35,2025-08-03 17:45:35,bulb_failure
REQ-0977,SL-2676,2025-07-31 13:45:35,2025-08-04 16:45:35,sensor_failure
REQ-0978,SL-3856,2025-08-01 13:45:35,2025-08-04 18:45:35,wiring
REQ-0979,SL-1137,2025-08-01 13:45:35,2025-08-04 20:45:35,power_supply
REQ-0980,SL-0503,2025-08-01 13:45:35,,bulb_failure
REQ-0981,SL-1749,2025-08-01 13:45:35,2025-08-04 15:45:35,wiring
REQ-0982,SL-3528,2025-08-01 13:45:35,2025-08-03 15:45:35,wiring
REQ-0983,SL-1035,2025-08-01 13:45:35,2025-08-03 18:45:35,bulb_failure
REQ-0984,SL-4272,2025-08-02 13:45:35,2025-08-05 21:45:35,bulb_failure
REQ-0985,SL-2210,2025-08-02 13:45:35,2025-08-06 18:45:35,bulb_failure
REQ-0986,SL-1349,2025-08-02 13:45:35,2025-08-03 18:45:35,power_supply
REQ-0987,SL-4531,2025-08-02 13:45:35,2025-08-06 18:45:35,bulb_failure
REQ-0988,SL-0518,2025-08-02 13:45:35,2025-08-05 19:45:35,bulb_failure
REQ-0989,SL-4564,2025-08-02 13:45:35,2025-08-05 20:45:35,vandalism
REQ-0990,SL-3491,2025-08-03 13:45:35,,bulb_failure
REQ-0991,SL-1055,2025-08-03 13:45:35,2025-08-04 15:45:35,sensor_failure
REQ-0992,SL-0979,2025-08-03 13:45:35,2025-08-06 21:45:35,bulb_failure
REQ-0993,SL-4402,2025-08-03 13:45:35,2025-08-06 21:45:35,bulb_failure
REQ-0994,SL-4729,2025-08-03 13:45:35,2025-08-04 18:45:35,power_supply
REQ-0995,SL-2930,2025-08-03 13:45:35,2025-08-06 21:45:35,pole_damage
REQ-0996,SL-3385,2025-08-03 13:45:35,2025-08-06 16:45:35,pole_damage
REQ-0997,SL-4982,2025-08-04 13:45:35,2025-08-05 20:45:35,wiring
REQ-0998,SL-2474,2025-08-04 13:45:35,2025-08-08 14:45:35,sensor_failure
REQ-0999,SL-4749,2025-08-04 13:45:35,2025-08-07 20:45:35,wiring
REQ-1000,SL-4076,2025-08-04 13:45:35,2025-08-06 17:45:35,vandalism
REQ-1001,SL-3485,2025-08-04 13:45:35,2025-08-06 21:45:35,sensor_failure
REQ-1002,SL-2903,2025-08-04 13:45:35,2025-08-07 18:45:35,bulb_failure
REQ-1003,SL-1146,2025-08-05 13:45:35,2025-08-10 15:45:35,power_supply
REQ-1004,SL-2490,2025-08-05 13:45:35,2025-08-08 15:45:35,bulb_failure
REQ-1005,SL-4606,2025-08-05 13:45:35,2025-08-07 16:45:35,vandalism
REQ-1006,SL-4172,2025-08-05 13:45:35,2025-08-08 18:45:35,pole_damage
REQ-1007,SL-4143,2025-08-06 13:45:35,2025-08-09 20:45:35,power_supply
REQ-1008,SL-0143,2025-08-06 13:45:35,2025-08-08 18:45:35,wiring
REQ-1009,SL-0174,2025-08-06 13:45:35,2025-08-08 14:45:35,bulb_failure
REQ-1010,SL-1399,2025-08-06 13:45:35,2025-08-08 19:45:35,wiring
REQ-1011,SL-1707,2025-08-06 13:45:35,2025-08-09 14:45:35,bulb_failure
REQ-1012,SL-2822,2025-08-06 13:45:35,2025-08-09 16:45:35,power_supply
REQ-1013,SL-4186,2025-08-06 13:45:35,2025-08-08 18:45:35,sensor_failure
REQ-1014,SL-1072,2025-08-06 13:45:35,2025-08-09 19:45:35,bulb_failure
REQ-1015,SL-1504,2025-08-06 13:45:35,2025-08-09 14:45:35,bulb_failure
REQ-1016,SL-4698,2025-08-07 13:45:35,2025-08-11 19:45:35,wiring
REQ-1017,SL-2931,2025-08-07 13:45:35,2025-08-11 17:45:35,sensor_failure
REQ-1018,SL-0038,2025-08-07 13:45:35,,sensor_failure
REQ-1019,SL-3108,2025-08-07 13:45:35,2025-08-09 21:45:35,wiring
REQ-1020,SL-3990,2025-08-07 13:45:35,2025-08-08 17:45:35,wiring
REQ-1021,SL-0499,2025-08-07 13:45:35,2025-08-10 20:45:35,bulb_failure
REQ-1022,SL-2382,2025-08-08 13:45:35,2025-08-11 18:45:35,bulb_failure
REQ-1023,SL-1292,2025-08-08 13:45:35,2025-08-11 18:45:35,sensor_failure
REQ-1024,SL-3814,2025-08-08 13:45:35,2025-08-11 18:45:35,power_supply
REQ-1025,SL-2555,2025-08-08 13:45:35,2025-08-12 21:45:35,vandalism
REQ-1026,SL-2646,2025-08-08 13:45:35,2025-08-13 15:45:35,bulb_failure
REQ-1027,SL-1867,2025-08-09 13:45:35,2025-08-12 17:45:35,bulb_failure
REQ-1028,SL-2719,2025-08-09 13:45:35,2025-08-13 16:45:35,sensor_failure
REQ-1029,SL-4945,2025-08-09 13:45:35,2025-08-12 15:45:35,pole_damage
REQ-1030,SL-3019,2025-08-09 13:45:35,2025-08-11 14:45:35,sensor_failure
REQ-1031,SL-4918,2025-08-09 13:45:35,2025-08-10 18:45:35,wiring
REQ-1032,SL-3750,2025-08-10 13:45:35,2025-08-13 15:45:35,bulb_failure
REQ-1033,SL-4876,2025-08-10 13:45:35,2025-08-11 18:45:35,bulb_failure
REQ-1034,SL-0597,2025-08-10 13:45:35,2025-08-13 20:45:35,vandalism
REQ-1035,SL-4965,2025-08-10 13:45:35,2025-08-13 19:45:35,wiring
REQ-1036,SL-3721,2025-08-10 13:45:35,2025-08-14 17:45:35,power_supply
REQ-1037,SL-2028,2025-08-10 13:45:35,2025-08-12 21:45:35,sensor_failure
REQ-1038,SL-3396,2025-08-10 13:45:35,2025-08-16 21:45:35,power_supply
REQ-1039,SL-2159,2025-08-10 13:45:35,2025-08-13 21:45:35,pole_damage
REQ-1040,SL-0315,2025-08-10 13:45:35,2025-08-13 17:45:35,bulb_failure
REQ-1041,SL-1008,2025-08-11 13:45:35,2025-08-15 16:45:35,bulb_failure
REQ-1042,SL-3185,2025-08-11 13:45:35,2025-08-14 19:45:35,vandalism
REQ-1043,SL-0800,2025-08-11 13:45:35,2025-08-13 21:45:35,pole_damage
REQ-1044,SL-4302,2025-08-11 13:45:35,2025-08-14 18:45:35,wiring
REQ-1045,SL-3715,2025-08-11 13:45:35,2025-08-12 20:45:35,wiring
REQ-1046,SL-4961,2025-08-12 13:45:35,2025-08-17 19:45:35,power_supply
REQ-1047,SL-1864,2025-08-12 13:45:35,,pole_damage
REQ-1048,SL-4503,2025-08-12 13:45:35,2025-08-16 19:45:35,power_supply
REQ-1049,SL-1128,2025-08-12 13:45:35,2025-08-15 17:45:35,bulb_failure
REQ-1050,SL-2672,2025-08-12 13:45:35,2025-08-16 21:45:35,sensor_failure
REQ-1051,SL-3921,2025-08-12 13:45:35,,wiring
REQ-1052,SL-0696,2025-08-12 13:45:35,,bulb_failure
REQ-1053,SL-4054,2025-08-13 13:45:35,2025-08-16 17:45:35,bulb_failure
REQ-1054,SL-3812,2025-08-13 13:45:35,,wiring
REQ-1055,SL-2748,2025-08-13 13:45:35,2025-08-18 17:45:35,bulb_failure
REQ-1056,SL-3281,2025-08-13 13:45:35,2025-08-18 19:45:35,bulb_failure
REQ-1057,SL-0370,2025-08-13 13:45:35,2025-08-17 18:45:35,bulb_failure
REQ-1058,SL-2361,2025-08-14 13:45:35,2025-08-20 16:45:35,vandalism
REQ-1059,SL-1663,2025-08-14 13:45:35,2025-08-17 14:45:35,pole_damage
REQ-1060,SL-3560,2025-08-14 13:45:35,2025-08-17 19:45:35,vandalism
REQ-1061,SL-1026,2025-08-14 13:45:35,2025-08-21 19:45:35,pole_damage
REQ-1062,SL-0783,2025-08-14 13:45:35,2025-08-15 15:45:35,bulb_failure
REQ-1063,SL-3437,2025-08-14 13:45:35,2025-08-17 15:45:35,bulb_failure
REQ-1064,SL-2267,2025-08-15 13:45:35,2025-08-17 19:45:35,power_supply
REQ-1065,SL-4652,2025-08-15 13:45:35,2025-08-19 20:45:35,wiring
REQ-1066,SL-4884,2025-08-15 13:45:35,2025-08-17 14:45:35,pole_damage
REQ-1067,SL-4120,2025-08-15 13:45:35,2025-08-18 16:45:35,power_supply
REQ-1068,SL-1293,2025-08-16 13:45:35,2025-08-19 17:45:35,pole_damage
REQ-1069,SL-2940,2025-08-16 13:45:35,2025-08-19 19:45:35,sensor_failure
REQ-1070,SL-0763,2025-08-16 13:45:35,2025-08-19 18:45:35,vandalism
REQ-1071,SL-2492,2025-08-16 13:45:35,2025-08-18 21:45:35,vandalism
REQ-1072,SL-3098,2025-08-16 13:45:35,2025-08-17 14:45:35,bulb_failure
REQ-1073,SL-1669,2025-08-16 13:45:35,2025-08-20 16:45:35,power_supply
REQ-1074,SL-3403,2025-08-16 13:45:35,2025-08-17 20:45:35,wiring
REQ-1075,SL-2042,2025-08-16 13:45:35,,sensor_failure
REQ-1076,SL-3047,2025-08-16 13:45:35,2025-08-21 17:45:35,pole_damage
REQ-1077,SL-3143,2025-08-16 13:45:35,2025-08-19 19:45:35,vandalism
REQ-1078,SL-2808,2025-08-16 13:45:35,2025-08-22 18:45:35,sensor_failure
REQ-1079,SL-4081,2025-08-16 13:45:35,2025-08-20 16:45:35,power_supply
REQ-1080,SL-3149,2025-08-16 13:45:35,2025-08-22 17:45:35,wiring
REQ-1081,SL-0337,2025-08-16 13:45:35,2025-08-20 19:45:35,wiring
REQ-1082,SL-0359,2025-08-17 13:45:35,2025-08-24 14:45:35,bulb_failure
REQ-1083,SL-3650,2025-08-17 13:45:35,2025-08-19 21:45:35,pole_damage
REQ-1084,SL-4350,2025-08-18 13:45:35,2025-08-23 19:45:35,wiring
REQ-1085,SL-1754,2025-08-18 13:45:35,2025-08-22 15:45:35,pole_damage
REQ-1086,SL-1429,2025-08-18 13:45:35,2025-08-21 15:45:35,pole_damage
REQ-1087,SL-1007,2025-08-18 13:45:35,2025-08-21 19:45:35,bulb_failure
REQ-1088,SL-0577,2025-08-18 13:45:35,2025-08-19 18:45:35,vandalism
REQ-1089,SL-1644,2025-08-18 13:45:35,2025-08-20 18:45:35,pole_damage
REQ-1090,SL-2497,2025-08-18 13:45:35,2025-08-19 14:45:35,bulb_failure
REQ-1091,SL-3836,2025-08-19 13:45:35,2025-08-26 20:45:35,vandalism
REQ-1092,SL-3201,2025-08-19 13:45:35,2025-08-21 15:45:35,vandalism
REQ-1093,SL-0058,2025-08-19 13:45:35,2025-08-20 16:45:35,wiring
REQ-1094,SL-4561,2025-08-19 13:45:35,2025-08-21 18:45:35,bulb_failure
REQ-1095,SL-2495,2025-08-19 13:45:35,2025-08-21 18:45:35,bulb_failure
REQ-1096,SL-3128,2025-08-19 13:45:35,2025-08-21 20:45:35,wiring
REQ-1097,SL-4887,2025-08-19 13:45:35,2025-08-23 16:45:35,bulb_failure
REQ-1098,SL-1715,2025-08-19 13:45:35,2025-08-22 20:45:35,sensor_failure
REQ-1099,SL-4236,2025-08-19 13:45:35,2025-08-21 18:45:35,wiring
REQ-1100,SL-2753,2025-08-19 13:45:35,2025-08-23 20:45:35,power_supply
REQ-1101,SL-3061,2025-08-20 13:45:35,2025-08-23 17:45:35,pole_damage
REQ-1102,SL-3582,2025-08-20 13:45:35,2025-08-24 19:45:35,wiring
REQ-1103,SL-0765,2025-08-20 13:45:35,2025-08-24 21:45:35,sensor_failure
REQ-1104,SL-2667,2025-08-20 13:45:35,,sensor_failure
REQ-1105,SL-3074,2025-08-20 13:45:35,2025-08-24 19:45:35,wiring
REQ-1106,SL-2902,2025-08-20 13:45:35,2025-08-24 16:45:35,bulb_failure
REQ-1107,SL-1543,2025-08-20 13:45:35,2025-08-21 21:45:35,wiring
REQ-1108,SL-1239,2025-08-21 13:45:35,2025-08-25 14:45:35,sensor_failure
REQ-1109,SL-3971,2025-08-21 13:45:35,2025-08-23 18:45:35,wiring
REQ-1110,SL-1720,2025-08-21 13:45:35,2025-08-26 14:45:35,sensor_failure
REQ-1111,SL-0569,2025-08-21 13:45:35,2025-08-25 21:45:35,bulb_failure
REQ-1112,SL-3469,2025-08-21 13:45:35,2025-08-25 18:45:35,wiring
REQ-1113,SL-2811,2025-08-21 13:45:35,2025-08-26 19:45:35,pole_damage
REQ-1114,SL-0276,2025-08-21 13:45:35,2025-08-23 14:45:35,wiring
REQ-1115,SL-3851,2025-08-21 13:45:35,2025-08-25 17:45:35,pole_damage
REQ-1116,SL-1235,2025-08-22 13:45:35,2025-08-26 18:45:35,pole_damage
REQ-1117,SL-1569,2025-08-22 13:45:35,2025-08-25 17:45:35,bulb_failure
REQ-1118,SL-4953,2025-08-22 13:45:35,2025-08-26 17:45:35,power_supply
REQ-1119,SL-3231,2025-08-22 13:45:35,2025-08-25 18:45:35,wiring
REQ-1120,SL-3975,2025-08-22 13:45:35,2025-08-27 15:45:35,bulb_failure
REQ-1121,SL-3723,2025-08-23 13:45:35,2025-08-27 16:45:35,bulb_failure
REQ-1122,SL-0668,2025-08-23 13:45:35,2025-08-26 14:45:35,power_supply
REQ-1123,SL-3915,2025-08-23 13:45:35,,bulb_failure
REQ-1124,SL-0196,2025-08-23 13:45:35,2025-08-25 18:45:35,power_supply
REQ-1125,SL-2235,2025-08-23 13:45:35,2025-08-24 18:45:35,vandalism
REQ-1126,SL-4342,2025-08-23 13:45:35,2025-08-24 15:45:35,wiring
REQ-1127,SL-1853,2025-08-24 13:45:35,2025-08-28 14:45:35,pole_damage
REQ-1128,SL-4689,2025-08-24 13:45:35,2025-08-26 15:45:35,pole_damage
REQ-1129,SL-2951,2025-08-24 13:45:35,2025-08-28 18:45:35,sensor_failure
REQ-1130,SL-3141,2025-08-24 13:45:35,2025-08-27 19:45:35,wiring
REQ-1131,SL-4275,2025-08-24 13:45:35,2025-08-27 14:45:35,wiring
REQ-1132,SL-2050,2025-08-25 13:45:35,2025-08-28 15:45:35,wiring
REQ-1133,SL-3708,2025-08-25 13:45:35,2025-09-01 19:45:35,bulb_failure
REQ-1134,SL-2853,2025-08-25 13:45:35,2025-08-27 21:45:35,wiring
REQ-1135,SL-4464,2025-08-25 13:45:35,2025-08-28 20:45:35,vandalism
REQ-1136,SL-2222,2025-08-25 13:45:35,2025-08-28 19:45:35,bulb_failure
REQ-1137,SL-1004,2025-08-25 13:45:35,2025-08-27 15:45:35,wiring
REQ-1138,SL-3120,2025-08-25 13:45:35,2025-08-30 20:45:35,bulb_failure
REQ-1139,SL-4187,2025-08-26 13:45:35,2025-08-30 19:45:35,vandalism
REQ-1140,SL-0971,2025-08-26 13:45:35,2025-08-29 18:45:35,pole_damage
REQ-1141,SL-1077,2025-08-26 13:45:35,2025-08-27 15:45:35,bulb_failure
REQ-1142,SL-2755,2025-08-27 13:45:35,2025-08-30 20:45:35,vandalism
REQ-1143,SL-3190,2025-08-27 13:45:35,2025-08-30 15:45:35,vandalism
REQ-1144,SL-4381,2025-08-27 13:45:35,2025-08-29 15:45:35,pole_damage
REQ-1145,SL-4915,2025-08-27 13:45:35,2025-08-30 15:45:35,bulb_failure
REQ-1146,SL-1619,2025-08-27 13:45:35,2025-09-03 17:45:35,pole_damage
REQ-1147,SL-2265,2025-08-27 13:45:35,2025-09-01 14:45:35,bulb_failure
REQ-1148,SL-0815,2025-08-27 13:45:35,,vandalism
REQ-1149,SL-1129,2025-08-27 13:45:35,2025-08-30 21:45:35,vandalism
REQ-1150,SL-0962,2025-08-27 13:45:35,2025-08-30 19:45:35,bulb_failure
REQ-1151,SL-3678,2025-08-28 13:45:35,2025-09-03 18:45:35,bulb_failure
REQ-1152,SL-3076,2025-08-28 13:45:35,2025-09-01 14:45:35,power_supply
REQ-1153,SL-4930,2025-08-28 13:45:35,2025-09-04 20:45:35,wiring
REQ-1154,SL-4513,2025-08-28 13:45:35,2025-09-02 17:45:35,pole_damage
REQ-1155,SL-3515,2025-08-28 13:45:35,2025-09-01 15:45:35,bulb_failure
REQ-1156,SL-3165,2025-08-29 13:45:35,2025-09-04 18:45:35,wiring
REQ-1157,SL-0525,2025-08-29 13:45:35,2025-09-01 18:45:35,sensor_failure
REQ-1158,SL-1263,2025-08-29 13:45:35,2025-09-05 15:45:35,bulb_failure
REQ-1159,SL-4321,2025-08-29 13:45:35,2025-09-01 18:45:35,bulb_failure
REQ-1160,SL-4962,2025-08-29 13:45:35,2025-09-02 16:45:35,pole_damage
REQ-1161,SL-1375,2025-08-29 13:45:35,2025-09-03 17:45:35,bulb_failure
REQ-1162,SL-2086,2025-08-29 13:45:35,2025-09-04 19:45:35,bulb_failure
REQ-1163,SL-3878,2025-08-30 13:45:35,2025-09-01 20:45:35,vandalism
REQ-1164,SL-0962,2025-08-30 13:45:35,2025-09-03 20:45:35,bulb_failure
REQ-1165,SL-3463,2025-08-30 13:45:35,2025-09-01 18:45:35,vandalism
REQ-1166,SL-4965,2025-08-30 13:45:35,2025-09-01 16:45:35,bulb_failure
REQ-1167,SL-1600,2025-08-30 13:45:35,,pole_damage
REQ-1168,SL-4200,2025-08-30 13:45:35,2025-09-03 19:45:35,vandalism
REQ-1169,SL-0605,2025-08-30 13:45:35,2025-09-04 18:45:35,bulb_failure
REQ-1170,SL-1390,2025-08-30 13:45:35,2025-09-06 16:45:35,pole_damage
REQ-1171,SL-2136,2025-08-30 13:45:35,2025-08-31 18:45:35,sensor_failure
REQ-1172,SL-3956,2025-08-30 13:45:35,2025-09-06 21:45:35,sensor_failure
REQ-1173,SL-2899,2025-08-31 13:45:35,2025-09-02 19:45:35,bulb_failure
REQ-1174,SL-3143,2025-08-31 13:45:35,2025-09-04 18:45:35,bulb_failure
REQ-1175,SL-3073,2025-08-31 13:45:35,2025-09-05 21:45:35,sensor_failure
REQ-1176,SL-4490,2025-08-31 13:45:35,2025-09-04 20:45:35,sensor_failure
REQ-1177,SL-2084,2025-08-31 13:45:35,2025-09-03 15:45:35,sensor_failure
REQ-1178,SL-3944,2025-08-31 13:45:35,,wiring
REQ-1179,SL-4443,2025-08-31 13:45:35,2025-09-01 15:45:35,power_supply
REQ-1180,SL-4969,2025-08-31 13:45:35,2025-09-03 18:45:35,wiring
REQ-1181,SL-0818,2025-08-31 13:45:35,2025-09-02 15:45:35,pole_damage
REQ-1182,SL-4304,2025-08-31 13:45:35,2025-09-04 15:45:35,power_supply
REQ-1183,SL-2613,2025-08-31 13:45:35,2025-09-07 17:45:35,power_supply
REQ-1184,SL-4741,2025-09-01 13:45:35,,power_supply
REQ-1185,SL-2677,2025-09-01 13:45:35,2025-09-03 19:45:35,pole_damage
REQ-1186,SL-4967,2025-09-01 13:45:35,2025-09-06 19:45:35,wiring
REQ-1187,SL-0389,2025-09-01 13:45:35,2025-09-06 19:45:35,bulb_failure
REQ-1188,SL-1921,2025-09-01 13:45:35,,sensor_failure
REQ-1189,SL-4531,2025-09-01 13:45:35,2025-09-03 20:45:35,sensor_failure
REQ-1190,SL-4375,2025-09-01 13:45:35,,vandalism
REQ-1191,SL-4384,2025-09-01 13:45:35,2025-09-04 17:45:35,wiring
REQ-1192,SL-0138,2025-09-01 13:45:35,2025-09-04 19:45:35,vandalism
REQ-1193,SL-3109,2025-09-01 13:45:35,2025-09-04 17:45:35,power_supply
REQ-1194,SL-0505,2025-09-02 13:45:35,2025-09-03 14:45:35,bulb_failure
REQ-1195,SL-1824,2025-09-02 13:45:35,,pole_damage
REQ-1196,SL-1427,2025-09-02 13:45:35,2025-09-06 14:45:35,pole_damage
REQ-1197,SL-3090,2025-09-02 13:45:35,2025-09-03 15:45:35,wiring
REQ-1198,SL-4469,2025-09-02 13:45:35,2025-09-05 20:45:35,pole_damage
REQ-1199,SL-1253,2025-09-02 13:45:35,2025-09-04 17:45:35,power_supply
REQ-1200,SL-2035,2025-09-03 13:45:35,2025-09-07 20:45:35,vandalism
REQ-1201,SL-4445,2025-09-03 13:45:35,2025-09-04 20:45:35,wiring
REQ-1202,SL-2139,2025-09-03 13:45:35,2025-09-06 19:45:35,wiring
REQ-1203,SL-3934,2025-09-03 13:45:35,2025-09-06 17:45:35,wiring
REQ-1204,SL-4324,2025-09-03 13:45:35,2025-09-04 17:45:35,bulb_failure
REQ-1205,SL-3515,2025-09-04 13:45:35,2025-09-06 19:45:35,bulb_failure
REQ-1206,SL-1082,2025-09-04 13:45:35,2025-09-06 18:45:35,pole_damage
REQ-1207,SL-3034,2025-09-04 13:45:35,2025-09-10 16:45:35,bulb_failure
REQ-1208,SL-4935,2025-09-04 13:45:35,2025-09-07 21:45:35,power_supply
REQ-1209,SL-1647,2025-09-05 13:45:35,2025-09-09 20:45:35,power_supply
REQ-1210,SL-3555,2025-09-05 13:45:35,2025-09-07 14:45:35,bulb_failure
REQ-1211,SL-3989,2025-09-05 13:45:35,2025-09-07 20:45:35,bulb_failure
REQ-1212,SL-3174,2025-09-05 13:45:35,2025-09-12 15:45:35,bulb_failure
REQ-1213,SL-2848,2025-09-05 13:45:35,2025-09-08 17:45:35,bulb_failure
REQ-1214,SL-4444,2025-09-05 13:45:35,2025-09-10 14:45:35,sensor_failure
REQ-1215,SL-2854,2025-09-06 13:45:35,2025-09-08 16:45:35,bulb_failure
REQ-1216,SL-0577,2025-09-06 13:45:35,2025-09-09 20:45:35,bulb_failure
REQ-1217,SL-2299,2025-09-06 13:45:35,2025-09-12 21:45:35,wiring
REQ-1218,SL-1043,2025-09-06 13:45:35,2025-09-08 21:45:35,bulb_failure
REQ-1219,SL-3820,2025-09-06 13:45:35,2025-09-11 19:45:35,pole_damage
REQ-1220,SL-2051,2025-09-07 13:45:35,2025-09-10 14:45:35,pole_damage
REQ-1221,SL-2053,2025-09-07 13:45:35,2025-09-13 16:45:35,bulb_failure
REQ-1222,SL-4053,2025-09-07 13:45:35,2025-09-09 21:45:35,sensor_failure
REQ-1223,SL-4255,2025-09-07 13:45:35,2025-09-11 18:45:35,vandalism
REQ-1224,SL-4487,2025-09-07 13:45:35,,wiring
REQ-1225,SL-3022,2025-09-08 13:45:35,2025-09-09 15:45:35,bulb_failure
REQ-1226,SL-3586,2025-09-08 13:45:35,2025-09-11 18:45:35,pole_damage
REQ-1227,SL-0136,2025-09-08 13:45:35,2025-09-11 20:45:35,wiring
REQ-1228,SL-1008,2025-09-08 13:45:35,2025-09-10 16:45:35,bulb_failure
REQ-1229,SL-4804,2025-09-08 13:45:35,2025-09-10 14:45:35,bulb_failure
REQ-1230,SL-4829,2025-09-09 13:45:35,2025-09-13 15:45:35,vandalism
REQ-1231,SL-3968,2025-09-09 13:45:35,2025-09-12 19:45:35,bulb_failure
REQ-1232,SL-0160,2025-09-09 13:45:35,2025-09-12 21:45:35,bulb_failure
REQ-1233,SL-3820,2025-09-09 13:45:35,2025-09-13 16:45:35,power_supply
REQ-1234,SL-1757,2025-09-09 13:45:35,2025-09-14 19:45:35,power_supply
REQ-1235,SL-0023,2025-09-09 13:45:35,2025-09-12 20:45:35,sensor_failure
REQ-1236,SL-3321,2025-09-09 13:45:35,2025-09-12 16:45:35,vandalism
REQ-1237,SL-4083,2025-09-09 13:45:35,,vandalism
REQ-1238,SL-1437,2025-09-10 13:45:35,2025-09-13 14:45:35,bulb_failure
REQ-1239,SL-2688,2025-09-10 13:45:35,2025-09-12 17:45:35,bulb_failure
REQ-1240,SL-1026,2025-09-10 13:45:35,2025-09-13 17:45:35,vandalism
REQ-1241,SL-2771,2025-09-10 13:45:35,2025-09-17 20:45:35,pole_damage
REQ-1242,SL-0204,2025-09-10 13:45:35,2025-09-13 21:45:35,sensor_failure
REQ-1243,SL-3242,2025-09-10 13:45:35,2025-09-14 21:45:35,wiring
REQ-1244,SL-1045,2025-09-10 13:45:35,2025-09-12 21:45:35,bulb_failure
REQ-1245,SL-4750,2025-09-10 13:45:35,2025-09-12 17:45:35,power_supply
REQ-1246,SL-0229,2025-09-11 13:45:35,2025-09-15 18:45:35,wiring
REQ-1247,SL-3956,2025-09-11 13:45:35,2025-09-12 15:45:35,power_supply
REQ-1248,SL-0793,2025-09-11 13:45:35,2025-09-12 19:45:35,bulb_failure
REQ-1249,SL-2951,2025-09-11 13:45:35,2025-09-13 16:45:35,power_supply
REQ-1250,SL-1195,2025-09-12 13:45:35,2025-09-16 21:45:35,sensor_failure
REQ-1251,SL-4277,2025-09-12 13:45:35,2025-09-14 20:45:35,bulb_failure
REQ-1252,SL-1260,2025-09-12 13:45:35,2025-09-16 21:45:35,pole_damage
REQ-1253,SL-0841,2025-09-12 13:45:35,2025-09-17 14:45:35,wiring
REQ-1254,SL-0429,2025-09-12 13:45:35,2025-09-17 16:45:35,wiring
REQ-1255,SL-4744,2025-09-12 13:45:35,2025-09-15 18:45:35,wiring
REQ-1256,SL-1335,2025-09-13 13:45:35,2025-09-17 21:45:35,sensor_failure
REQ-1257,SL-0595,2025-09-13 13:45:35,2025-09-15 15:45:35,wiring
REQ-1258,SL-3802,2025-09-13 13:45:35,,power_supply
REQ-1259,SL-4920,2025-09-13 13:45:35,2025-09-17 14:45:35,bulb_failure
REQ-1260,SL-4477,2025-09-13 13:45:35,2025-09-19 21:45:35,bulb_failure
REQ-1261,SL-0237,2025-09-13 13:45:35,2025-09-15 19:45:35,vandalism
REQ-1262,SL-0020,2025-09-13 13:45:35,2025-09-16 16:45:35,wiring
REQ-1263,SL-4617,2025-09-14 13:45:35,2025-09-17 17:45:35,bulb_failure
REQ-1264,SL-3416,2025-09-14 13:45:35,2025-09-17 16:45:35,vandalism
REQ-1265,SL-3871,2025-09-14 13:45:35,2025-09-16 15:45:35,wiring
REQ-1266,SL-4781,2025-09-14 13:45:35,2025-09-16 18:45:35,bulb_failure
REQ-1267,SL-0858,2025-09-14 13:45:35,2025-09-17 16:45:35,sensor_failure
